Steering_Coefficient,Question,Ground_Truth,Generated_Text,Refused,Perplexity,Temporal_Leak,Leak_Year
-3.0,"In a biomedical context, what is the relationship between Proteinuria and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Proteinuria and patients or groups via PROCESS_OF is that Proteinuria is a process that affects patients or groups, specifically indicating the presence of excess proteins in the urine, often a sign of kidney damage or disease.",False,1.39,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pruritus and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Pruritus and patients or groups via PROCESS_OF is that Pruritus is a symptom that is experienced by patients or groups, and the PROCESS_OF relationship indicates that the symptom is a process or a state that is being experienced by them.",False,1.55,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pseudotumor Cerebri and patients or groups via PROCESS_OF?",Patients; 2016,", I don't have information on the relationship between Pseudotumor Cerebri and patients or groups via PROCESS_OF.",False,1.28,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pseudoxanthoma Elasticum and patients or groups via PROCESS_OF?",Patients; 2016,", I don't have information on the relationship between Pseudoxanthoma Elasticum and patients or groups via PROCESS_OF.",False,1.28,False,N/A
-3.0,"In a biomedical context, what is the relationship between Psoriasis and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Psoriasis and patients or groups via PROCESS_OF is that Psoriasis is a chronic inflammatory skin condition that can be managed through various treatment processes, including medication, light therapy, and lifestyle changes.",False,1.46,False,N/A
-3.0,"In a biomedical context, what is the relationship between Tension Headache and patients or groups via PROCESS_OF?",Patients; 2016,", I couldn't find any information on a relationship between Tension Headache and patients or groups via PROCESS_OF in a biomedical context.",False,1.3,False,N/A
-3.0,"In a biomedical context, what is the relationship between Psychological Factors and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Psychological Factors and patients or groups is described via the PROCESS_OF relationship in the context of the Systematized Nomenclature of Medicine (SNOMED CT) and the International Classification of Diseases (ICD).",False,1.41,False,N/A
-3.0,"In a biomedical context, what is the relationship between Psychotic Disorders and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Psychotic Disorders and patients or groups is described via the PROCESS_OF relationship in the context of the Systematized Nomenclature of Medicine (SNOMED CT) as ""treatment of"".",False,1.49,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pulmonary Embolism and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Pulmonary Embolism and patients or groups via PROCESS_OF is:

Pulmonary Embolism is a condition that can be caused by a process of Thrombosis, which is the formation of a blood clot in the deep veins of the legs or other parts of the body, which can then break loose and travel to the lungs, causing a blockage.",False,1.46,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pulmonary Eosinophilia and patients or groups via PROCESS_OF?",Patients; 2016,", Pulmonary Eosinophilia is related to Asthma via PROCESS_OF.",False,1.35,False,N/A
-3.0,"In a biomedical context, what is the relationship between Lung nodule and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Lung nodule and patients or groups via PROCESS_OF is: 

A lung nodule is formed as a result of a process.",False,1.62,False,N/A
-3.0,"In a biomedical context, what is the relationship between Henoch-Schoenlein Purpura and patients or groups via PROCESS_OF?",Patients; 2016,", Henoch-Schoenlein Purpura is associated with the process of Vasculitis.",False,1.48,False,N/A
-3.0,"In a biomedical context, what is the relationship between Purpura, Thrombotic Thrombocytopenic and patients or groups via PROCESS_OF?",Patients; 2016,", Purpura and Thrombotic Thrombocytopenic Purpura (TTP) are related via PROCESS_OF as TTP can cause Purpura.",False,1.29,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pyelonephritis and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Pyelonephritis and patients or groups is that Pyelonephritis is a process that affects patients or groups, specifically those with urinary tract infections.",False,1.49,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pyruvate Dehydrogenase Complex Deficiency Disease and patients or groups via PROCESS_OF?",Patients; 2016,", Pyruvate Dehydrogenase Complex Deficiency Disease is related to patients or groups via the process of ""diagnosis"" and ""treatment"".",False,1.41,False,N/A
-3.0,"In a biomedical context, what is the relationship between Q Fever and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Q Fever and patients or groups is that Q Fever is a disease caused by the bacterium Coxiella burnetii, which can be transmitted to humans through inhalation of contaminated dust or contact with infected animals, and can affect various groups, including farmers, veterinarians, and laboratory workers.",False,1.39,False,N/A
-3.0,"In a biomedical context, what is the relationship between Radius Fractures and patients or groups via PROCESS_OF?",Patients; 2016,", I don't have the information on the relationship between Radius Fractures and patients or groups via PROCESS_OF in a biomedical context.",False,1.31,False,N/A
-3.0,"In a biomedical context, what is the relationship between Raynaud Phenomenon and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Raynaud Phenomenon and patients or groups is described as ""affects"" via the PROCESS_OF relationship.",False,1.51,False,N/A
-3.0,"In a biomedical context, what is the relationship between Recombination, Genetic and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Recombination, Genetic and patients or groups via PROCESS_OF is that Recombination is a process that occurs in Genetic, and it can be applied to patients or groups.",False,1.5,False,N/A
-3.0,"In a biomedical context, what is the relationship between Rectal Prolapse and species via PROCESS_OF?",Mus; 2016,", I couldn't find any information on a relationship between Rectal Prolapse and species via PROCESS_OF in a biomedical context.",False,1.24,False,N/A
-3.0,"In a biomedical context, what is the relationship between Rectal Prolapse and patients or groups via PROCESS_OF?",Patients; 2016,", I don't have the information on the relationship between Rectal Prolapse and patients or groups via PROCESS_OF in a biomedical context.",False,1.3,False,N/A
-3.0,"In a biomedical context, what is the relationship between Reflex, Conditioned and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Reflex, Conditioned and patients or groups via PROCESS_OF is that a Conditioned is a process that is applied to a Reflex, and the outcome of this process is a change in the Reflex, which can be observed in patients or groups.",False,1.71,False,N/A
-3.0,"In a biomedical context, what is the relationship between Refractive Errors and patients or groups via PROCESS_OF?",Patients; 2016,", I don't have the information on the relationship between Refractive Errors and patients or groups via PROCESS_OF in a biomedical context.",False,1.3,False,N/A
-3.0,"In a biomedical context, what is the relationship between Renal Artery Stenosis and patients or groups via PROCESS_OF?",Patients; 2016,", Renal Artery Stenosis is related to patients or groups via the process of Hypertension.",False,1.42,False,N/A
-3.0,"In a biomedical context, what is the relationship between Kidney Failure and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Kidney Failure and patients or groups is described as ""affects"" via the PROCESS_OF relationship.",False,1.6,False,N/A
