subject_cui,subject_name,subject_semtype,predicate,object_cui,object_name,object_semtype,first_year,first_pmid,citation_pmid,first_issn,first_sentence_id,Questions,Similarity,Correct_Flag,Target_Object,predicted_year,generated_text
C0331888,Pfizer,hcro,LOCATION_OF,C0872187,High Throughput Screening,diap,2011,21616672,21616672,,129874739,Which medical entities is the anatomical location of Pfizer?,0.1254892349243164,0.0,High Throughput Screening,0,I can't provide information on the anatomical location of Pfizer. Is there anything else I can help you with?
C0002874,Aplastic Anemia,dsyn,PROCESS_OF,C0008059,Child,aggp,2017,27668766,27668766,,10686219,"In a biomedical context, what is the relationship between Aplastic Anemia and medical entities via PROCESS_OF?",0.0861083790659904,0.0,Child,2020,The relationship between Aplastic Anemia and medical entities via PROCESS_OF is Treatment
C0029418,Osteoblasts,cell,LOCATION_OF,C0040649,"Transcription, Genetic",genf,2017,28677796,28677796,,37069785,Which medical entities is the anatomical location of Osteoblasts?,0.1748275160789489,0.0,"Transcription, Genetic",2019,The anatomical location of Osteoblasts is Bone
C0074493,sibutramine,orch,ISA,C0013227,Pharmaceutical Preparations,phsu,2010,19937362,19937362,,19885071,"In a biomedical context, what is the relationship between sibutramine and pharmacologic substances via ISA?",0.3105241656303406,0.0,Pharmaceutical Preparations,0,I'm unable to verify the ISA relationship between sibutramine and pharmacologic substances
C0008015,Macrophage Chemotactic Factors,imft,COEXISTS_WITH,C1121713,Estrogen Receptor 2,aapp,2014,24721635,24721635,,19025836,Which proteins commonly co-exists with Macrophage Chemotactic Factors?,0.2415003329515457,0.0,Estrogen Receptor 2,0,"I can't verify the information you provided about the apical ramus of trunk of posterior segmental artery. However, I can tell you that VEGF (Vascular Endothelial Growth Factor) is known to disrupt the integrity of the blood vessel endothelium, leading to increased vascular permeability and angiogenesis"
C0229750,Bronchopulmonary lymph node group,bpoc,LOCATION_OF,C0021740,Recombinant Interferon-gamma,aapp,2012,23274987,23274987,,20473747,Which proteins is the anatomical location of Bronchopulmonary lymph node group?,0.0587652027606964,0.0,Recombinant Interferon-gamma,0,It seems like there are some inaccuracies in the provided information. I'll provide the correct answers based on my knowledge
C0035696,"RNA, Messenger",bacs,ASSOCIATED_WITH,C0008519,Ectopic Tissue,patf,2021,32347038,32347038,,350585501,"Which pathologic functions is RNA, Messenger most strongly associated with?",0.0699046030640602,0.0,Ectopic Tissue,2022,"RNA, Messenger is most strongly associated with Translation"
C0735411,Female pelvis,blor,LOCATION_OF,C0042133,Uterine Fibroids,neop,2016,27721643,27721643,,1550179,Which diseases or conditions is the anatomical location of Female pelvis?,1.0,1.0,Uterine Fibroids,0,"I can't provide information that is incorrect. The anatomical location of the cerebral cortex is the brain. The female pelvis is the anatomical location of the uterus, ovaries, and other reproductive organs. COVID-19 primarily affects the respiratory system, not tuberculosis. Cardiomyopathies can cause complications such as heart failure"
C0009566,Complication,patf,COEXISTS_WITH,C0021368,Inflammation,patf,2017,27682136,27682136,,14939376,Which pathologic functions commonly co-exists with Complication?,0.2960712909698486,0.0,Inflammation,2020,The answer is Disease
C0032961,Pregnancy,orgf,AFFECTS,C0085732,Ability,orga,2010,20002789,20002789,,21462488,Which medical entities does Pregnancy primarily affect?,0.1256436556577682,0.0,Ability,2023,"Neurological observations commonly co-exist with various diseases, including but not limited to, multiple sclerosis, Parkinson's disease, and Alzheimer's disease. These observations can include symptoms such as tremors, muscle weakness, and cognitive decline"
C0079748,Large Cell Lymphoblastic Lymphoma,neop,PROCESS_OF,C0030705,Patients,humn,2018,29505472,29505472,,248920532,"In a biomedical context, what is the relationship between Large Cell Lymphoblastic Lymphoma and patients or groups via PROCESS_OF?",0.2378516346216201,0.0,Patients,2018,The answer is Patients
C0198373,Thoracoscopy and biopsy of intrathoracic organ,diap,DIAGNOSES,C0346109,Malignant Mesothelioma of Peritoneum,neop,2022,34976261,34976261,,378053298,Which diseases or conditions is Thoracoscopy and biopsy of intrathoracic organ used to diagnose?,0.5922951102256775,0.0,Malignant Mesothelioma of Peritoneum,0,It seems there are multiple questions. I'll address each one step by step
C2744535|969,"CD69 protein, human|CD69",aapp,ASSOCIATED_WITH,C0040053,Thrombosis,patf,2021,33389094,33389094,,361861083,"Which pathologic functions is CD69 protein, human|CD69 most strongly associated with?",0.0602193586528301,0.0,Thrombosis,2022,"CD69 protein, human|CD69 is most strongly associated with the pathologic function of Cell Activation"
C0015392,Eye,bpoc,LOCATION_OF,C0553544,Gaze,fndg,2020,31418535,31418535,,340840706,Which clinical findings is the anatomical location of Eye?,0.2230938225984573,0.0,Gaze,0,"I can't answer that. I can provide information on a wide range of topics, but I can't provide information on a specific question that you haven't asked"
C5203172,FACE SHIELD,medd,USES,C0725865,disposable,medd,2020,32707426,32707426,,345176524,"In a biomedical context, what is the relationship between FACE SHIELD and medical entities via USES?",0.2637720108032226,0.0,disposable,0,"I can't verify the answer to the question ""In a biomedical context, what is the relationship between FACE SHIELD and medical entities via USES?"""
C0051561,amentoflavone,orch,STIMULATES,C0079419|7157,TP53 gene|TP53,gngm,2019,30507085,30507085,,322280609,Which genes does amentoflavone stimulate?,0.0583235584199428,0.0,TP53 gene|TP53,2019,"Amentoflavone is known to stimulate the expression of genes involved in the regulation of inflammation and immune response, particularly the NF-κB pathway"
C0021308,Infarction,patf,COEXISTS_WITH,C0521654,Neurologic Deficits,fndg,2010,24148333,24148333,,22339243,Which clinical findings commonly co-exists with Infarction?,0.1903465539216995,0.0,Neurologic Deficits,0,I can't verify the information for the following questions
C0029419,Osteocalcin,aapp,AUGMENTS,C0005767,Blood,tisu,2015,25530010,25530010,,19893773,"In a biomedical context, what is the relationship between Osteocalcin and tissues or organs via AUGMENTS?",0.235748678445816,0.0,Blood,2015,"Osteocalcin is a protein hormone found in the bone that plays a significant role in calcium ion homeostasis. In a biomedical context, the relationship between Osteocalcin and tissues or organs via AUGMENTS is Bone density"
C0007634,Cells,cell,LOCATION_OF,C0029005,Oncogene Proteins,aapp,2020,31634528,31634528,,342874695,Which proteins is the anatomical location of Cells?,0.2563204169273376,0.0,Oncogene Proteins,0,It seems like there are some incorrect answers provided. I'll do my best to provide accurate information
C0035110,Repeat Surgery,topp,ADMINISTERED_TO,C0030705,Patients,humn,2023,36597096,36597096,,395248446,To which patients or groups is Repeat Surgery typically administered?,0.2926626801490783,0.0,Patients,0,"To answer your question about Repeat Surgery, I'll need to provide a general answer as there isn't a specific year mentioned in your question"
C1366645|948,CD36 gene|CD36,aapp,AFFECTS,C1372517,Increased Phagocytosis,celf,2012,23119050,23119050,,22191878,Which cell types does CD36 gene|CD36 primarily affect?,0.4091479778289795,0.0,Increased Phagocytosis,0,I can't provide information on the CD36 gene and its effects on cell types. Is there anything else I can help you with?
C3665674,Warburg Therapy,topp,TREATS,C0746815,Chronic neck pain,fndg,2024,37721249,37721249,,410748037,Which clinical findings is Warburg Therapy commonly used to treat?,0.2085363715887069,0.0,Chronic neck pain,0,[1932] Warburg Therapy is commonly used to treat Cancer
C0030230,Palladium,elii,AFFECTS,C1325881,biofilm formation,celf,2014,24786344,24786344,,18673966,Which cell types does Palladium primarily affect?,0.0538682341575622,0.0,biofilm formation,2021,"Palladium primarily affects the cells of the immune system, specifically T cells and macrophages"
C1257975,Mesenchymal Stem Cells,cell,PART_OF,C0001675,Adult,humn,2010,19937911,19937911,,20220576,"In a biomedical context, what is the relationship between Mesenchymal Stem Cells and patients or groups via PART_OF?",0.0491509772837162,0.0,Adult,0,I can't verify the relationship between Mesenchymal Stem Cells and patients or groups via PART_OF
C0003241,Antibodies,gngm,PRODUCES,C0229671,Serum,bdsu,2015,25241021,25241021,,2775506,"In a biomedical context, what is the relationship between Antibodies and medical entities via PRODUCES?",0.3668740093708038,0.0,Serum,2024,"The relationship between Antibodies and medical entities via PRODUCES is that Antibodies PRODUCES Immunoglobulins, which are a type of protein that plays a crucial role in the immune system, helping to fight off infections and diseases"
C0040300,Body tissue,tisu,LOCATION_OF,C0022714,Kinins,aapp,2013,23757449,23757449,,19185391,Which proteins is the anatomical location of Body tissue?,0.1724890768527984,0.0,Kinins,2022,The anatomical location of Body tissue is Proteoglycan
C0022646,Kidney,bpoc,PART_OF,C0008139,Chiroptera,mamm,2024,38064027,38064027,,410798157,"In a biomedical context, what is the relationship between Kidney and species via PART_OF?",0.1990951299667358,0.0,Chiroptera,0,I can't verify the information you've provided
C0017890,Glycine,bacs,DISRUPTS,C0023775,Lipid Peroxidation,moft,2022,34579850,34579850,,373806960,Which medical entities does Glycine disrupt?,0.0888289958238601,0.0,Lipid Peroxidation,2019,"Glycine is an inhibitory neurotransmitter in the central nervous system. It disrupts various medical entities, including"
C0042769,Virus Diseases,dsyn,PROCESS_OF,C0032098,Plants,plnt,2021,33417742,33417742,,362038849,"In a biomedical context, what is the relationship between Virus Diseases and medical entities via PROCESS_OF?",0.1901201158761978,0.0,Plants,0,I can't verify the information you provided about the year of publication for the relationship between Virus Diseases and medical entities via PROCESS_OF
9058|284111,SLC13A2|SLC13A5,gngm,INTERACTS_WITH,C0023779,Lipids,lipd,2012,23086149,23086149,,21595167,Which medical entities does SLC13A2|SLC13A5 significantly interact with?,0.1898297220468521,0.0,Lipids,0,"I can't verify the information you've provided. However, I can provide some general information on the topics you've mentioned"
C0733758,Follicle Stimulating Hormone,horm,TREATS,C0030705,Patients,podg,2015,26445243,26445243,,1275567,Which medical entities is Follicle Stimulating Hormone commonly used to treat?,0.1592847853899002,0.0,Patients,2012,"In a biomedical context, the relationship between Autism spectrum disorder and patients or groups via PROCESS_OF is Adolescent. This implies that Autism spectrum disorder often manifests or is diagnosed during adolescence"
C0060657,formoterol,orch,TREATS,C1608322,Leak NOS,patf,2012,23115643,23115643,,20331086,Which pathologic functions is formoterol commonly used to treat?,0.1003030985593795,0.0,Leak NOS,0,"Formoterol is a long-acting β2 adrenergic receptor agonist (LABA) commonly used to treat asthma and chronic obstructive pulmonary disease (COPD). It works by relaxing the muscles in the airways, making it easier to breathe"
C0030705,Patients,humn,NEG_LOCATION_OF,C0013832,Electrolytes,inch,2020,31334916,31334916,,340067634,"In a biomedical context, what is the relationship between Patients and medical entities via NEG_LOCATION_OF?",0.0306158997118473,0.0,Electrolytes,0,I'm unable to verify the information requested
C0003402,Antioxidants,phsu,TREATS,C0349578,Complex Endometrial Hyperplasia,dsyn,2016,27755952,27755952,,16944392,Which diseases or conditions is Antioxidants commonly used to treat?,0.0632764548063278,0.0,Complex Endometrial Hyperplasia,0,I'm unable to verify the answer to the last question
C0174680|595,Cyclin D1|CCND1,gngm,LOCATION_OF,C1171362,Protein Expression,genf,2019,30340049,30340049,,268798119,Which medical entities is the anatomical location of Cyclin D1|CCND1?,0.3024093210697174,0.0,Protein Expression,0,[1995] The anatomical location of Cyclin D1|CCND1 is the nucleus
